"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",125587,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",127963,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",133568,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",137534,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",150513,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",160580,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",168700,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",183944,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",189425,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",198961,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",218684,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",237163,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",258624,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",261420,"E"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",290570,"E"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",319000,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",367700,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",401600,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",413490,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",14714,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",15039,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",16602,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",16895,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",17132,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",16869,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",17931,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",17064,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",20980,"B"
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",21371,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",21915,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",17767,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",19833,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",20345,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",19499,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",19564,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",20746,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",20814,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",21361,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",22256,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",21996.241,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",21736,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",7600,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7392,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",7674,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",7080,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",7276,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",7293,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",7691,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",8042,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",8587,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",8148,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",8469,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",5947,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",6264,"E"
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",6698,"E"
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",256145,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",265707,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",283842,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",291518,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",288701,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",300424,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",327812,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",337953,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",341514,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",347922,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",334824,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",294786,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",332635,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",347824,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",368297,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",386266,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",414069,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",412985,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",396806,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",420143,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",445546,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",433139,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",18757,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",16713,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",17496,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",16882,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",15810,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",15862,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",15092,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",14866,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",15779,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",16304,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",15437,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",12791,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",13770,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",14316,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",14266,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",13965,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",14574,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",15261.102013,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",15618.690243,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",15842.778,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",16564.19,
"CZE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",16179.68,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",2058,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1938,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",2025,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",1961,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",1906,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",1985,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",2147,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",1967,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",1885,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",1776,"B"
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",1863,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",1696,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",2240,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",2614,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2278,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",2448,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2453,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",2603,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",2575,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2653,
"DNK","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2592,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",9885,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",9753,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",10107,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",9857,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",9664,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",10047,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",10105,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",9706,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",11060,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",10434,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",10777,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",8872,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",9750,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",9395,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",9275,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",9470,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",9596,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",8468,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",9455,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",10362,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",11175,
"FIN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",10270,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",52660,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",52120,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",55350,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",50344,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",49977,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",46758,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",45035,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",39659,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",41179,"B"
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",42612,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",40436,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",32129,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",29965,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",34202,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",32539,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",32230,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",32596,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",34252,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",32569,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",33442,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",32039,
"FRA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",31829,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",74200,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",71900,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",77500,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",76165,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",76283,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",79841,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",86409,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",95421,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",107008,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",114615,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",115652,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",95834,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",107317,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",113317,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",110065,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",112613,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",112629,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",116632,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",128866,"B"
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",131204,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",129991,
"DEU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",113114,"P"
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",318,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",384,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",426,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",379,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",327,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",456,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",592,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",613,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",662,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",835,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",786,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",537,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",601,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",352,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",283,"E"
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",238,"E"
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",343,"E"
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",294,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",254,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",358,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",408,
"GRC","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",491,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",8150,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7734,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",8095,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",7731,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",7752,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",8109,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",8749,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",9090,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",10167,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",10137,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",9874,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",7673,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",8809,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",9118,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",9230,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",9722,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",10158,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",10009.615,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",10527.534,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",11344.565,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",10584.08,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",10624.909,
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",,"M"
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",466,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",526,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",491,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",516,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",426,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",398,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",399,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",303,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",207,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",129,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",103,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",79,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",92,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",105,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",91,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",99,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",100,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",96,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",101,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",100,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",73,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",72,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",24704,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",23781,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",25839,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",24352,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",23060,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",22457,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",23271,"B"
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",22199,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",22907,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",23289,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",21981,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",17791,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",18616,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",19787,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",20244,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",19037,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",20157,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",20781,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",22712,"B"
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",22335,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",22070,"P"
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",21309,"P"
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",22920,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",22541,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",22136,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",22193,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",22131,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",22794,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",22476,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",22813,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",23192,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",23334,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",22256,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",20562,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",20398,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",19998,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",20471,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",21071,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",21029,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",21519,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",21265,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",21663,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",19369,
"JPN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",20117,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",10372,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",10072,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",10803,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",10492,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",10784,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",11057,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",10641,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",10108,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",10554,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",10927,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",11566,
"KOR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",9273,
