"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",43559,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",45723,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",47933,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",48994,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",42742,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",46224,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",49406,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",48351,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",43818,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",44997,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",40785,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",41107,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",48538,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",52574,
"BLR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",48205,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",73,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",115,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",140,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",280,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",308,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",318,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",363,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",379,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",372,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",1088,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",1242,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",992,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",877,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",1018,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",1150,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",1243,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",1313,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",1286,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",1142,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",1130.1,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",1187.9,
"BIH","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",1275,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",6152,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",5297,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",5538,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",4904,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",4627,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",5274,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",5211,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",5163,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",5396,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",5241,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",4693,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",3145,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",3064,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",3291,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2908,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",3246,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",3439,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",3650,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",3434,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",3931,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",3792,
"BGR","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",3901.6,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",1256010,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1291030,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1377050,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",1469410,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",1565840,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",1724670,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",1928880,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",2072600,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",2195441,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",2379700,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",2510628,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",2523917,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",2764413,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",2946579,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2918709,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",2917390,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2753020,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",2375430,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",2379230,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2696220,
"CHN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2882100,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",1831,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1685,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1788,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",2074,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",2206,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",2487,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",2493,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",2835,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",3305,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",3574,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",3312,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",2641,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",2618,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",2438,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2332,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",2086,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2119,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",2183,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",2160,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2592,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2743,
"HRV","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",2911,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",6079,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7295,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",8102,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",8557,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",9697,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",9670,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",10488,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",10639,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",10418,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",8430,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",5943,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",5934,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",6638,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",6271,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",5129,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",4722,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",3256,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",3114,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",2339,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2325,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2594,
"EST","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",2155,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",2574,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",3138,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",3913,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",4480,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",5074,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",5447,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",4855,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",6145,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",7393,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",6927,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",6515,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",5417,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",6228,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",6055,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",5976,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",5526,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",4988,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",4261.2,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",3424.2,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2963.2,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2598.2,
"GEO","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",2935.1,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",284270,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",308040,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",312400,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",333200,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",353200,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",381200,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",411300,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",439596,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",480993,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",521370,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",551448,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",600546,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",625723,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",667607,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",649645,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",665810,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",681696,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",654481,
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",620175,"E"
"IND","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",654285,"E"
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",12965,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",12210,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",13310,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",14179,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",15020,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",17955,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",18618,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",19779,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",16831,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",18313,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",19581,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",18725,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",17179,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",21410,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",21867,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",19532,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",19441,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",18906,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",15873,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",15014,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",17859,
"LVA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",15019,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",18,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",17,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",10,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",11,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",10,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",10,
"LIE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",9,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",8265,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7849,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",8918,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",7741,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",9767,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",11457,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",11637,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",12457,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",12896,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",14373,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",14748,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",11888,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",13431,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",15088,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",14172,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",13344,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",14307,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",14036,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",13790,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",15414,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",16885,
"LTU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",16181,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",408,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",380,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",527,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",462,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",334,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",373,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",426,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",530,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",614,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",778,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",743,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",497,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",525,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",479,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",423,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",421,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",411,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",278,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",222,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",277,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",305,
"MKD","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",350,
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",,"M"
"MLT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",,"M"
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",2652,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1232,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1538,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",2049,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",2715,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",3000,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",2968,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",2980,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",3656,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",3092,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",2873,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",1058,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",959,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",1196,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",960,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",1227,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",1182,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",963,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",790,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",987,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",1012,
"MDA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",940.3,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",19708,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",15927,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",17982,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",17960,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",17494,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",16942,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",18426,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",16582,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",15791,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",15757,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",15236,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",11088,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",12375,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",14719,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",13472,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",12941,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",12264,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",13673,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",13535,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",13782,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",13076,
"ROU","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",13312,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",1019547,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",1204547,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",1373178,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",1433617,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",1510203,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",1668921,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",1801601,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",1858093,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",1950830,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",2090337,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",2116240,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",1865305,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",2011308,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",2127835,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2222389,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",2196217,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2300532,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",2305945,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",2344087,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",2493428,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",2597778,
"RUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2019",2602493,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",2859,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",2784,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",2857,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",2837,
"SVN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",3078,
