Code,GEO/TIME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
UKE4,UKE4 - West Yorkshire,2072546,2079616,2064900,2069800,2072500,2072400,2073500,2073600,2072800,2072800,2072972,2078381,2088184,2097982,2110529,2130234,2148261,2161542,2176960,2191368,2205139,2220015,2233863,2245499,2256217,2269744,2286357,2301000,2313390,2324560
UKF ,UKF - East Midlands (UK),4004106,4024651,4024000,4046200,4063600,4081800,4099800,4114000,4126400,4142300,4160258,4178847,4205676,4238370,4273230,4310294,4347877,4385722,4422902,4456375,4489370,4522260,4552652,4583149,4617902,4657381,4701311,4748491,4781284,4811065
UKF1,UKF1 - Derbyshire and Nottinghamshire,1952909,1959749,1954500,1960300,1964000,1966400,1969000,1971000,1973900,1976000,1978407,1981109,1989015,2000834,2013740,2027643,2039897,2050500,2062927,2076533,2090780,2104311,2116662,2129007,2141903,2155431,2170611,2187643,2199851,2210381
UKF2,UKF2 - Leicestershire Rutland and Northamptonshire,1466702,1476169,1477800,1488100,1496600,1506300,1516300,1524200,1529900,1536800,1545406,1553845,1565018,1578132,1591648,1607741,1626570,1645620,1662694,1676611,1689857,1704627,1719017,1732295,1747794,1767307,1789613,1812852,1828762,1843764
UKF3,UKF3 - Lincolnshire,584495,588733,592000,598100,603600,608800,614800,619100,623400,629500,636440,643906,651643,659404,667842,674910,681410,689602,697281,703231,708733,713322,716973,721847,728205,734643,741087,747996,752671,756920
UKG ,UKG - West Midlands (UK),5245484,5257664,5233200,5241700,5247400,5253400,5260200,5262500,5267000,5272300,5270788,5275176,5290941,5313303,5335902,5363510,5398060,5433639,5474043,5512061,5546881,5587184,5625705,5658977,5694326,5734320,5782942,5835748,5873091,5907872
UKG1,UKG1 - Herefordshire Worcestershire and Warwickshire,1167642,1171674,1163700,1170800,1177800,1184200,1188300,1194300,1201900,1206800,1211675,1218859,1226855,1234211,1240657,1247460,1256718,1267120,1277162,1284388,1288952,1293901,1299764,1305682,1312357,1319504,1327386,1338055,1344393,1352539
UKG2,UKG2 - Shropshire and Staffordshire,1452300,1458150,1452600,1455000,1458800,1464300,1467200,1470100,1476200,1480400,1482313,1486610,1491916,1498214,1505553,1513156,1522425,1532695,1543007,1551138,1558437,1567473,1575136,1581454,1588088,1594600,1603003,1613788,1619877,1626956
UKG3,UKG3 - West Midlands,2625542,2627840,2617100,2616100,2610700,2604700,2604800,2598700,2589100,2584500,2576799,2569703,2572170,2580878,2589692,2602894,2618917,2633824,2653874,2676535,2699492,2725810,2750805,2771841,2793881,2820216,2852553,2883905,2908821,2928377
UKH ,UKH - East of England,5102331,5131402,5132000,5148900,5166400,5191800,5219100,5250200,5284500,5320500,5356848,5387718,5416651,5453490,5491472,5535748,5584574,5629997,5681075,5730000,5779529,5835002,5884137,5928877,5984503,6046485,6102398,6148608,6197813,6235410
UKH1,UKH1 - East Anglia,2051184,2069984,2070600,2074200,2080000,2091700,2106000,2121800,2137500,2151900,2165945,2177335,2188252,2208463,2231970,2257246,2281263,2300885,2321845,2341273,2361712,2385006,2403234,2416785,2434456,2456564,2475882,2493326,2509078,2521676
UKH2,UKH2 - Bedfordshire and Hertfordshire,1510025,1516673,1518900,1525500,1531900,1538900,1545300,1553000,1564100,1576600,1588434,1598492,1607705,1615722,1621121,1628689,1640939,1654898,1671667,1688942,1706697,1726575,1745325,1763546,1784776,1806939,1827766,1841673,1859787,1871847
UKH3,UKH3 - Essex,1541122,1544745,1543300,1549100,1554900,1561900,1568500,1574900,1582900,1592700,1602474,1611892,1620694,1629305,1638381,1649813,1662372,1674214,1687563,1699785,1711120,1723421,1735578,1748546,1765271,1782982,1798750,1813609,1828948,1841887
UKI ,UKI - London,,,6829400,6836900,6859100,6893400,6944000,6995000,7040100,7110000,7195314,7279558,7350091,7386268,7414336,7476424,7558958,7646200,7753358,7877924,8002621,8133525,8256568,8363095,8478369,8603110,8718245,8797265,8899823,8982256
UKI3,UKI3 - Inner London - West,,,,,,,,,,,,,1023389,1033084,1040785,1055913,1067469,1069622,1070507,1074595,1081014,1089392,1099576,1108567,1120811,1138443,1153642,1163136,1173602,1190513
UKI4,UKI4 - Inner London - East,,,,,,,,,,,,,1851970,1861855,1866665,1880782,1906096,1940802,1984546,2032253,2076113,2121080,2165178,2205293,2248524,2294960,2337518,2367065,2402934,2430890
UKI5,UKI5 - Outer London - East and North East,,,,,,,,,,,,,1574401,1585087,1592431,1602478,1617931,1636886,1661514,1689986,1720016,1752126,1778692,1800748,1826033,1853173,1880090,1899556,1924106,1940638
UKI6,UKI6 - Outer London - South,,,,,,,,,,,,,1153332,1153565,1154550,1159646,1167132,1175104,1185864,1197733,1208538,1220637,1234689,1249370,1263221,1276233,1288011,1295666,1308866,1316772
UKI7,UKI7 - Outer London - West and North West,,,,,,,,,,,,,1746999,1752677,1759905,1777605,1800330,1823786,1850927,1883357,1916940,1950290,1978433,1999117,2019780,2040301,2058984,2071842,2090315,2103443
UKJ ,UKJ - South East (UK),7624594,7660432,7642300,7664600,7692300,7737200,7781800,7826700,7870600,7921600,7972866,8007017,8034561,8066827,8110839,8168243,8237107,8311342,8389142,8458920,8534609,8615530,8688804,8758925,8833374,8911571,8989881,9055647,9120911,9175033
UKJ1,UKJ1 - Berkshire Buckinghamshire and Oxfordshire,1954545,1969026,1970300,1981600,1992700,2012600,2032500,2048400,2062800,2075500,2088956,2098582,2103552,2110108,2120767,2137192,2158009,2178786,2200859,2221257,2242650,2264895,2284847,2304318,2325301,2347205,2368548,2385514,2402507,2417428
UKJ2,UKJ2 - Surrey East and West Sussex,2442830,2454007,2445200,2449700,2456100,2467200,2477500,2492200,2507400,2527600,2545993,2553976,2560911,2569157,2580452,2595072,2615748,2640736,2665296,2686149,2709001,2733391,2755648,2778314,2802800,2827820,2852269,2871387,2892767,2909838
UKJ3,UKJ3 - Hampshire and Isle of Wight,1697581,1703752,1699600,1705100,1713300,1724200,1734600,1743600,1752200,1762100,1769781,1777436,1784935,1792758,1802994,1815819,1828056,1838375,1850318,1862903,1877812,1894162,1908507,1920223,1932133,1946199,1961230,1973952,1985074,1993050
UKJ4,UKJ4 - Kent,1529638,1533647,1528900,1528300,1530500,1533600,1537300,1543000,1548900,1558000,1568126,1577028,1585163,1594804,1606626,1620160,1635294,1653445,1672669,1688611,1705146,1723082,1739802,1756070,1773140,1790347,1807834,1824794,1840563,1854717
UKK ,UKK - South West (UK),4684685,4705753,4700900,4723900,4745000,4769400,4787300,4810200,4838600,4865300,4899027,4930218,4959781,4991402,5022479,5062212,5103024,5145224,5187813,5215946,5244033,5281091,5320318,5358575,5400450,5447407,5494303,5538113,5578303,5616381
UKK1,UKK1 - Gloucestershire Wiltshire and Bristol/Bath area,2057601,2068527,2068500,2078500,2088000,2096600,2104300,2116700,2130100,2143600,2157967,2168293,2178352,2191319,2206808,2227452,2248953,2269956,2291124,2307856,2324183,2342716,2362209,2382428,2404752,2429519,2453872,2474784,2496022,2516568
UKK2,UKK2 - Dorset and Somerset,1120995,1126364,1126800,1132600,1139300,1147600,1153800,1160900,1168200,1173300,1180188,1188361,1197243,1205467,1211551,1219046,1227304,1237825,1248807,1255012,1261896,1271821,1280933,1288448,1295993,1304470,1313859,1322286,1329868,1336003
UKK3,UKK3 - Cornwall and Isles of Scilly,,,472000,474200,476300,479100,480500,483100,486800,490700,495030,499791,504464,508789,512391,515683,518794,522278,525791,527976,530325,534024,538254,542252,546137,550437,555014,560526,564588,568612
UKK4,UKK4 - Devon,,,1034700,1038500,1042300,1045700,1048100,1049900,1053300,1057900,1065835,1073784,1079722,1085827,1091729,1100031,1107973,1115165,1122091,1125102,1127629,1132530,1138922,1145447,1153568,1162981,1171558,1180517,1187825,1195198
UKL ,UKL - Wales,2873597,2884614,2875400,2880900,2885000,2887800,2890000,2893000,2897300,2900100,2903727,2908555,2916333,2930091,2947316,2963141,2977257,2995800,3015844,3032140,3044206,3056650,3068915,3078358,3087359,3095703,3106222,3119255,3126522,3136383
UKL1,UKL1 - West Wales and The Valleys,,,1857600,1859600,1861200,1860800,1857400,1855400,1854400,1852900,1852706,1853864,1858041,1866411,1876909,1885170,1892334,1902611,1912884,1919910,1924712,1930295,1936308,1940620,1944635,1948946,1954376,1960764,1963646,1968383
UKL2,UKL2 - East Wales,,,1018200,1021400,1024200,1027300,1032200,1037300,1043300,1047200,1051030,1054690,1058292,1063680,1070407,1077971,1084923,1093189,1102960,1112230,1119494,1126355,1132607,1137738,1142724,1146757,1151846,1158491,1162876,1168000
UKM ,UKM - Scotland,5099402,5104602,5109104,5116946,5132400,5135399,5128178,5122500,5121318,5119200,5067418,5063564,5064592,5066792,5075851,5096767,5121130,5151079,5185976,5216921,5246559,5280584,5306795,5320664,5337613,5360273,5388865,5414723,5436926,5454238
UKM2,UKM2 - Eastern Scotland (NUTS 2013),,,,1943554,1950684,1957633,1956650,1959488,1959268,1964270,1898002,1902374,1905474,1908104,1913711,1925409,1938765,1953468,1969549,1983494,1997342,2014403,2029125,2038225,2047902,2059154,2071557,2085169,,
UKM3,UKM3 - South Western Scotland (NUTS 2013),,,,2364348,2364863,2360979,2354711,2349706,2351916,2345903,2293410,2287840,2286155,2282633,2280652,2282364,2284882,2290746,2300139,2309167,2317233,2326753,2332336,2332594,2335115,2339246,2341746,2349308,,
UKM5,UKM5 - North Eastern Scotland,,,,,,,,,,,441113,439594,439179,440026,441522,444381,448538,453837,458850,463461,468596,473634,478294,482660,487150,490875,492173,491323,494624,495365
UKM6,UKM6 - Highlands and Islands,,,,,,,,,,,434893,433756,433784,436029,439966,444613,448945,453028,457438,460799,463388,465794,466605,466737,467326,467889,468903,469420,470743,470990
UKM7,UKM7 - Eastern Scotland,,,,,,,,,,,,,,,,,,,,,,,1915517,1924614,1933992,1946564,1961928,1976392,1988307,1998699
UKM8,UKM8 - West Central Scotland,,,,,,,,,,,,,,,,,,,,,,,1499887,1500987,1504303,1510438,1520628,1531216,1536415,1541998
UKM9,UKM9 - Southern Scotland,,,,,,,,,,,,,,,,,,,,,,,946492,945666,944842,944507,945233,946372,946837,947186
UKN ,UKN - Northern Ireland (UK),1586162,1595371,1609933,1625159,1636811,1645362,1656176,1680291,1684471,1691824,1681179,1686348,1693118,1701197,1709428,1720850,1735396,1752366,1770363,1786187,1799019,1809539,1818995,1826761,1835290,1846229,1857048,1866638,1875957,
UKN0,UKN0 - Northern Ireland (UK),1586162,1595371,1609933,1625159,1636811,1645362,1656176,1680291,1684471,1691824,1681179,1686348,1693118,1701197,1709428,1720850,1735396,1752366,1770363,1786187,1799019,1809539,1818995,1826761,1835290,1846229,1857048,1866638,1875957,
EFTA,EFTA - Europäische Freihandelsassoziation,11189203,11291916,11405515,11499380,11588759,11665036,11731192,11775077,11817765,11876593,11954416,12023715,12099819,12188439,12266469,12349642,12434143,12532713,12681480,12856065,12997529,13145040,13296582,13449030,13610401,13770625,13907998,14054026,14166313,14268108
IS -,IS - Island,253785,255866,259727,262386,265064,266978,267958,269874,272381,275712,279049,283361,286575,288471,290570,293577,299891,307672,315459,319368,317630,318452,319575,321857,325671,329100,332529,338349,348450,356991
IS0 ,IS0 - Ísland,253785,255866,259727,262386,265064,266978,267958,269874,272381,275712,279049,283361,286575,288471,290570,293577,299891,307672,315459,319368,317630,318452,319575,321857,325671,329100,332529,338349,348450,356991
IS00,IS00 - Ísland,253785,255866,259727,262386,265064,266978,267958,269874,272381,275712,279049,283361,286575,288471,290570,293577,299891,307672,315459,319368,317630,318452,319575,321857,325671,329100,332529,338349,348450,356991
LI -,LI - Liechtenstein,28452,29032,29386,29868,30310,30629,30923,31143,31320,32015,32426,32863,33525,33863,34294,34600,34905,35168,35356,35589,35894,36149,36475,36838,37129,37366,37622,37810,38114,38378
LI0 ,LI0 - Liechtenstein,28452,29032,29386,29868,30310,30629,30923,31143,31320,32015,32426,32863,33525,33863,34294,34600,34905,35168,35356,35589,35894,36149,36475,36838,37129,37366,37622,37810,38114,38378
LI00,LI00 - Liechtenstein,28452,29032,29386,29868,30310,30629,30923,31143,31320,32015,32426,32863,33525,33863,34294,34600,34905,35168,35356,35589,35894,36149,36475,36838,37129,37366,37622,37810,38114,38378
NO -,NO - Norwegen,4233116,4249830,4273634,4299167,4324815,4348410,4369957,4392714,4417599,4445329,4478497,4503436,4524066,4552252,4577457,4606363,4640219,4681134,4737171,4799252,4858199,4920305,4985870,5051275,5107970,5166493,5210721,5258317,5295619,5328212
NO0 ,NO0 - Norge,4233116,4249830,4273634,4299167,4324815,4348410,4369957,4392714,4417599,4445329,4478497,4503436,4524066,4552252,4577457,4606363,4640219,4681134,4737171,4799252,4858199,4920305,4985870,5051275,5107970,5166493,5210721,5258317,5295619,5328212
NO01,NO01 - Oslo og Akershus,872867,879758,888881,898389,907376,917852,928587,941089,953183,963431,974519,980714,989914,1000684,1010504,1024064,1039536,1057794,1079051,1103100,1123359,1144883,1169539,1190365,1209992,1232854,1251687,1271127,1287495,1305122
NO02,NO02 - Hedmark og Oppland,369234,369907,369985,369938,370747,369894,369130,368436,368280,368560,369804,371418,371200,371863,372016,371550,371715,371729,372926,374359,375925,377709,379938,380973,382230,383985,384221,385669,386836,386951
NO03,NO03 - Sør-Østlandet,822870,824829,826469,829368,830890,834261,837270,841524,849096,856266,862841,870490,874705,880519,884603,889058,893858,900152,909842,919900,928852,938827,949963,960653,969415,976682,984764,992962,999639,1005070
NO04,NO04 - Agder og Rogaland,576659,580311,585525,592122,598601,603562,607664,612565,618046,624544,631079,634817,642171,647434,652349,657976,663995,673027,684761,696166,706823,718543,728934,741284,751632,762031,768179,772813,777279,780898
NO05,NO05 - Vestlandet,754010,755914,759549,763224,767156,770309,774017,776522,778585,782068,785966,789712,789388,793243,796851,800064,804239,808290,815705,824865,835517,845886,855399,866239,875475,884316,890719,896503,899627,901689
NO06,NO06 - Trøndelag,377202,378302,380245,381102,383147,383841,384521,385506,385962,387652,389960,392126,393780,395798,398239,401011,404097,407905,412849,417437,422102,426206,431340,437198,441193,445838,449457,454596,458742,462032
NO07,NO07 - Nord-Norge,460274,460809,462980,465024,466898,468691,468768,467072,464447,462808,464328,464159,462908,462711,462895,462640,462779,462237,462037,463425,465621,468251,470757,474563,478033,480787,481694,484647,486001,486450
CH -,CH - Schweiz,6673850,6750693,6842768,6907959,6968570,7019019,7062354,7081346,7096465,7123537,7164444,7204055,7255653,7313853,7364148,7415102,7459128,7508739,7593494,7701856,7785806,7870134,7954662,8039060,8139631,8237666,8327126,8419550,8484130,8544527
CH0 ,CH0 - Schweiz/Suisse/Svizzera,6673850,6750693,6842768,6907959,6968570,7019019,7062354,7081346,7096465,7123537,7164444,7204055,7255653,7313853,7364148,7415102,7459128,7508739,7593494,7701856,7785806,7870134,7954662,8039060,8139631,8237666,8327126,8419550,8484130,8544527
CH01,CH01 - Région lémanique,,1207895,1226417,1239307,1251055,1263139,1272434,1273374,1278174,1284981,1294974,1305284,1317017,1331131,1348106,1362754,1376306,1389988,1408796,1437592,1462210,1483680,1503500,1519189,1545817,1570594,1593839,1613522,1629841,1642580
CH02,CH02 - Espace Mittelland,,1606285,1622455,1633795,1644220,1634467,1640214,1643751,1644527,1651269,1656109,1658575,1667070,1675111,1681531,1690135,1696509,1703966,1715800,1730412,1741923,1755696,1770429,1788791,1808480,1826251,1842251,1859557,1868886,1877154
CH03,CH03 - Nordwestschweiz,,918179,934798,941764,951258,971427,976977,980489,982386,983728,987699,992009,997850,1005450,1011729,1017180,1021034,1026801,1035934,1049518,1060753,1070820,1079913,1091302,1104353,1117158,1128723,1142156,1151919,1161105
CH04,CH04 - Zürich,,1150546,1151718,1158077,1162083,1168567,1175457,1178848,1181614,1187609,1198569,1211647,1226931,1241312,1249893,1261810,1272590,1284052,1307567,1332727,1351297,1373068,1392396,1408575,1425538,1446354,1466424,1487969,1504346,1520968
CH05,CH05 - Ostschweiz,,971013,992243,1005266,1017546,1027485,1033084,1036625,1036181,1038600,1041863,1043836,1045895,1051164,1056524,1059586,1061852,1065253,1073904,1085698,1094202,1103641,1113929,1123672,1134781,1144572,1153485,1162684,1169358,1176321
CH06,CH06 - Zentralschweiz,,610050,625137,635642,644453,651803,658989,663429,667995,671171,676732,682489,688362,694429,699050,703706,708561,713828,722913,733173,739701,749476,757552,765879,774123,782374,790458,799287,806071,813056
CH07,CH07 - Ticino,,286725,290000,294108,297955,302131,305199,304830,305588,306179,308498,310215,312528,315256,317315,319931,322276,324851,328580,332736,335720,333753,336943,341652,346539,350363,351946,354375,353709,353343
ME -,ME - Montenegro,,,,,,,,,,,603152,605988,608460,610510,612214,613420,613109,614624,615543,617157,619001,619850,620308,620893,621521,622099,622218,622387,622359,622182
ME0 ,ME0 - Crna Gora,,,,,,,,,,,603152,605988,608460,610510,612214,613420,613109,614624,615543,617157,619001,619850,620308,620893,621521,622099,622218,622387,622359,622182
ME00,ME00 - Crna Gora,,,,,,,,,,,603152,605988,608460,610510,612214,613420,613109,614624,615543,617157,619001,619850,620308,620893,621521,622099,622218,622387,622359,622182
MK -,MK - Nordmazedonien,1873109,1890872,1908941,2061000,1936741,1957265,1971687,1991398,2002340,2012705,2021578,2031112,2038651,2023654,2029892,2035196,2038514,2041941,2045177,2048619,2052722,2057284,2059794,2062294,2065769,2069172,2071278,2073702,2075301,2077132
MK0 ,MK0 - Severna Makedonija,1873109,1890872,1908941,2061000,1936741,1957265,1971687,1991398,2002340,2012705,2021578,2031112,2038651,2023654,2029892,2035196,2038514,2041941,2045177,2048619,2052722,2057284,2059794,2062294,2065410,2068864,2070998,2073483,2075108,2076953
MK00,MK00 - Severna Makedonija,1873109,1890872,1908941,2061000,1936741,1957265,1971687,1991398,2002340,2012705,2021578,2031112,2038651,2023654,2029892,2035196,2038514,2041941,2045177,2048619,2052722,2057284,2059794,2062294,2065410,2068864,2070998,2073483,2075108,2076953
MKX ,MKX - Nicht regionalisiert / Unbekannte Ebene 1,,,,,,,,,,,,,,,,,,,,,,,,,359,308,280,219,193,179
MKXX,MKXX - Nicht regionalisiert / Unbekannte Ebene 2,,,,,,,,,,,,,,,,,,,,,,,,,359,308,280,219,193,179
AL -,AL - Albanien,,,,,,,,,,,,,3057018,3044993,3034231,3019634,3003329,2981755,2958266,2936355,2918674,2907361,2903008,2897770,2892394,2885796,2875592,2876591,2870324,2862427
AL0 ,AL0 - Shqipëria,,,,,,,,,,,,,3057018,3044993,3034231,3019634,3003329,2981755,2958266,2936355,2918674,2907361,2903008,2897770,2892394,2885796,2875592,2876591,2870324,2862427
AL01,AL01 - Veri,,,,,,,,,,,,,,,,,,,,,,,,,,,848059,826904,819793,813758
AL02,AL02 - Qender,,,,,,,,,,,,,,,,,,,,,,,,,,,1110562,1146183,1162544,1170142
AL03,AL03 - Jug,,,,,,,,,,,,,,,,,,,,,,,,,,,927405,903504,887987,878527
ALX ,ALX - Nicht regionalisiert / Unbekannte Ebene 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXX,ALXX - Nicht regionalisiert / Unbekannte Ebene 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS -,RS - Serbien,,,,,,,,,,7552850,7527952,7504739,7502126,7490918,7470263,7456050,7425487,7397651,7365507,7334937,7306677,7251549,7216649,7181505,7146759,7114393,7076372,7040272,7001444,6963764
RS1 ,RS1 - Srbija - sever,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562012,3555281,3548830
RS11,RS11 - Beogradski region,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685797,1688466,1691919
RS12,RS12 - Region Vojvodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876215,1866815,1856911
RS2 ,RS2 - Srbija - jug,,,,,,,,,,,,,,,,,,,,,,,,,,,,3478260,3446163,3414934
RS21,RS21 - Region Sumadije i Zapadne Srbije,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949486,1932780,1916855
RS22,RS22 - Region Juzne i Istocne Srbije,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528774,1513383,1498079
TR -,TR - Türkei,55494711,56714051,57835076,58958565,60079060,61203584,62337617,63484661,64641675,65786563,66889425,64729501,65603160,66401851,67187251,68010221,68860539,69729967,70586256,71517100,72561312,73722988,74724269,75627384,76667864,77695904,78741053,79814871,80810525,82003882
TR1 ,TR1 - Istanbul,,,,,,,,,,,,,,,,,,,12573836,12697164,12915158,13255685,13624240,13854740,14160467,14377018,14657434,14804116,15029231,15067724
TR10,TR10 - Istanbul,,,,,,,,,,,,,,,,,,,12573836,12697164,12915158,13255685,13624240,13854740,14160467,14377018,14657434,14804116,15029231,15067724
TR2 ,TR2 - Bati Marmara,,,,,,,,,,,,,,,,,,,3052555,3107425,3129772,3164048,3210147,3247669,3278705,3351582,3387449,3442229,3503609,3569552
TR21,TR21 - Tekirdag Edirne Kirklareli,,,,,,,,,,,,,,,,,,,1458114,1502358,1511952,1521328,1569388,1593247,1613616,1650735,1687420,1726260,1768368,1802315
TR22,TR22 - Balikesir Çanakkale,,,,,,,,,,,,,,,,,,,1594441,1605067,1617820,1642720,1640759,1654422,1665089,1700847,1700029,1715969,1735241,1767237
TR3 ,TR3 - Ege,,,,,,,,,,,,,,,,,,,9299322,9384848,9517153,9693594,9687692,9779502,9897313,10023549,10138132,10265111,10383963,10514200
TR31,TR31 - Izmir,,,,,,,,,,,,,,,,,,,3739353,3795978,3868308,3948848,3965232,4005459,4061074,4113072,4168415,4223545,4279677,4320519
TR32,TR32 - Aydin Denizli Mugla,,,,,,,,,,,,,,,,,,,2620452,2674760,2707898,2739188,2779765,2808243,2851086,2915188,2955825,2997720,3038325,3093015
TR33,TR33 - Manisa Afyonkarahisar Kütahya Usak,,,,,,,,,,,,,,,,,,,2939517,2914110,2940947,3005558,2942695,2965800,2985153,2995289,3013892,3043846,3065961,3100666
TR4 ,TR4 - Dogu Marmara,,,,,,,,,,,,,,,,,,,6417153,6579426,6701343,6841607,6952685,7058367,7198284,7332137,7499352,7684187,7824597,7968135
TR41,TR41 - Bursa Eskisehir Bilecik,,,,,,,,,,,,,,,,,,,3368502,3442871,3508133,3595460,3637222,3682037,3749582,3809784,3881624,3964535,4019116,4089156
TR42,TR42 - Kocaeli Sakarya Düzce Bolu Yalova,,,,,,,,,,,,,,,,,,,3048651,3136555,3193210,3246147,3315463,3376330,3448702,3522353,3617728,3719652,3805481,3878979
TR5 ,TR5 - Bati Anadolu,,,,,,,,,,,,,,,,,,,6651887,6748952,6875349,7018194,7163453,7253247,7362247,7499242,7643315,7753431,7871847,7961507
TR51,TR51 - Ankara,,,,,,,,,,,,,,,,,,,4466756,4548939,4650802,4771716,4890893,4965542,5045083,5150072,5270575,5346518,5445026,5503985
TR52,TR52 - Konya Karaman,,,,,,,,,,,,,,,,,,,2185131,2200013,2224547,2246478,2272560,2287705,2317164,2349170,2372740,2406913,2426821,2457522
TR6 ,TR6 - Akdeniz,,,,,,,,,,,,,,,,,,,8906427,9050691,9252902,9423231,9495788,9611007,9766093,9906771,10039939,10182776,10303984,10461409
TR61,TR61 - Antalya Isparta Burdur,,,,,,,,,,,,,,,,,,,2460321,2514175,2592075,2685499,2705254,2763541,2833306,2898240,2968561,3017280,3063005,3137694
TR62,TR62 - Adana Mersin,,,,,,,,,,,,,,,,,,,3602588,3629227,3703114,3733124,3776744,3808483,3855034,3892850,3928388,3975522,4010406,4034593
TR63,TR63 - Hatay Kahramanmaras Osmaniye,,,,,,,,,,,,,,,,,,,2843518,2907289,2957713,3004608,3013790,3038983,3077753,3115681,3142990,3189974,3230573,3289122
TR7 ,TR7 - Orta Anadolu,,,,,,,,,,,,,,,,,,,3776927,3792508,3831373,3849267,3843731,3853025,3873470,3886251,3894341,3948240,3977447,4064957
TR71,TR71 - Kirikkale Aksaray Nigde Nevsehir Kirsehir,,,,,,,,,,,,,,,,,,,1481248,1492804,1504789,1496296,1495630,1501311,1510080,1508199,1515228,1546995,1560774,1603688
TR72,TR72 - Kayseri Sivas Yozgat,,,,,,,,,,,,,,,,,,,2295679,2299704,2326584,2352971,2348101,2351714,2363390,2378052,2379113,2401245,2416673,2461269
TR8 ,TR8 - Bati Karadeniz,,,,,,,,,,,,,,,,,,,4477457,4478029,4512288,4518786,4477107,4483603,4499102,4493559,4502525,4551366,4574182,4688532
TR81,TR81 - Zonguldak Karabük Bartin,,,,,,,,,,,,,,,,,,,1016484,1020767,1026825,1035071,1019425,1020108,1020957,1019534,1023593,1032260,1034922,1046711
TR82,TR82 - Kastamonu Çankiri Sinop,,,,,,,,,,,,,,,,,,,732790,737308,745976,743029,739997,745525,763570,756983,757711,766303,765874,819468
TR83,TR83 - Samsun Tokat Çorum Amasya,,,,,,,,,,,,,,,,,,,2728183,2719954,2739487,2740686,2717685,2717970,2714575,2717042,2721221,2752803,2773386,2822353
TR9 ,TR9 - Dogu Karadeniz,,,,,,,,,,,,,,,,,,,2488652,2507387,2526619,2516167,2513021,2545274,2553647,2566840,2572850,2645584,2633417,2719113
TR90,TR90 - Trabzon Ordu Giresun Rize Artvin Gümüshane,,,,,,,,,,,,,,,,,,,2488652,2507387,2526619,2516167,2513021,2545274,2553647,2566840,2572850,2645584,2633417,2719113
TRA ,TRA - Kuzeydogu Anadolu,,,,,,,,,,,,,,,,,,,2212759,2201862,2198061,2202106,2230394,2226155,2207602,2206326,2195359,2201368,2188214,2211054
TRA1,TRA1 - Erzurum Erzincan Bayburt,,,,,,,,,,,,,,,,,,,1075088,1061287,1062205,1068446,1072848,1071878,1062345,1067560,1063789,1078207,1072404,1086156
TRA2,TRA2 - Agri Kars Igdir Ardahan,,,,,,,,,,,,,,,,,,,1137671,1140575,1135856,1133660,1157546,1154277,1145257,1138766,1131570,1123161,1115810,1124898
TRB ,TRB - Ortadogu Anadolu,,,,,,,,,,,,,,,,,,,3558432,3618056,3638401,3647531,3709838,3756322,3774582,3801911,3824817,3827576,3854869,3929719
TRB1,TRB1 - Malatya Elazig Bingöl Tunceli,,,,,,,,,,,,,,,,,,,1598897,1623891,1626357,1625158,1663811,1673852,1681719,1690843,1700468,1711847,1726199,1762077
TRB2,TRB2 - Van Mus Bitlis Hakkari,,,,,,,,,,,,,,,,,,,1959535,1994165,2012044,2022373,2046027,2082470,2092863,2111068,2124349,2115729,2128670,2167642
TRC ,TRC - Güneydogu Anadolu,,,,,,,,,,,,,,,,,,,7170849,7350752,7462893,7592772,7816173,7958473,8096352,8250718,8385540,8508887,8665165,8847980
TRC1,TRC1 - Gaziantep Adiyaman Kilis,,,,,,,,,,,,,,,,,,,2261242,2318281,2364249,2414833,2471979,2519139,2570208,2616082,2665265,2715553,2756910,2795617
TRC2,TRC2 - Sanliurfa Diyarbakir,,,,,,,,,,,,,,,,,,,2983813,3067052,3128748,3192329,3287197,3354242,3409417,3480715,3546516,3613746,3685654,3768205
TRC3,TRC3 - Mardin Batman Sirnak Siirt,,,,,,,,,,,,,,,,,,,1925794,1965419,1969896,1985610,2056997,2085092,2116727,2153921,2173759,2179588,2222601,2284158
KO01, KO01 - Kosovo, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809280
BA01, BA01 Bosnia and Herzegovia, ,,,,,,,,,,,,,,,,,,,,,,,,,3843183,3843183,3843183,3843183,3843183
